4P_Order	Order_date	Shipping_date	Shipping_revenues	Shipping_cost	Carrier/Class	TRK	weight	zip	order_total	Ins
48597	8/17/2019	8/17/2019	10.41	7.23	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97310687	1	46214	48.39	37.98
48598	8/17/2019	8/17/2019	13.67	9.49	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97960118	2.19	84109	120.63	106.96
48599	8/17/2019	8/17/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98452728	1.25	19061	105.91	93.97
48602	8/17/2019	8/17/2019	17.29	12.01	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94380787	2.94	59840	116.29	99
48603	8/17/2019	8/17/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99702956	1.75	02144	23.92	11.98
48605	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	44115	32.89	28.99
48606	8/17/2019	8/17/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710394604837	0.44	98409	65.69	49
48608	8/17/2019	8/17/2019	12.28	8.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92836851	2.25	48033	51.27	38.99
48609	8/17/2019	8/17/2019	12.28	8.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98369873	3	33035	32.27	19.99
48610	8/17/2019	8/17/2019	51.7	24.31	UPS/UPS Ground	1Z1A1V710397236515	44.13	75231	453.68	401.98
48612	8/17/2019	8/17/2019	21.1	14.65	UPS/UPS Ground	1Z1A1V710394148956	0.44	19963	70.1	49
48615	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	78613	15.89	11.99
48617	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	30458	32.37	28.97
48619	8/17/2019	8/17/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96313104	1.44	11237	39.93	27.99
48620	8/17/2019	8/17/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710398465132	1.44	77619	111.65	94.95
48621	8/17/2019	8/17/2019	12.12	8.42	UPS/UPS Ground	1Z1A1V710398018311	0.75	93711	55.11	42.99
48622	8/17/2019	8/17/2019	10.97	7.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99907299	1.19	29063	96.96	85.99
48623	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	14606	38.86	34.96
48624	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	29607	23.89	19.99
48625	8/17/2019	8/17/2019	36.69	25.48	UPS/UPS Next Day Air	1Z1A1V710191673825	5.94	31406	256.69	200.99
48626	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	60640	24.88	20.98
48627	8/17/2019	8/17/2019	14.6	10.14	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90129815	1.06	31503	61.11	41.98
48628	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	80216	37.88	33.98
48629	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.19	28804	12.89	8.99
48630	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	98112	24.27	23.97
48631	8/17/2019	8/17/2019	17.63	12.24	UPS/UPS Ground	1Z1A1V710397265127	3.63	76108	117.59	99.96
48632	8/17/2019	8/17/2019	10.97	7.01	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95583306	0.94	28117	39.94	28.97
48633	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	22801	28.88	24.98
48634	8/17/2019	8/17/2019	10.31	7.16	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98916076	2.5	30350	70.49	54.96
48635	8/17/2019	8/17/2019	10.09	6.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97949499	0.94	35211	84.06	73.97
48638	8/17/2019	8/17/2019	13.82	9.6	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99897167	1.19	32566	99.81	85.99
48639	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	33311	17.88	13.98
48640	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.31	62650	23.88	19.98
48641	8/17/2019	8/17/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710398806773	0.75	77494	29.67	12.98
48642	8/17/2019	8/17/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710390633661	0.75	94710	59.68	42.99
48683	8/17/2019	8/17/2019	46.02	13.27	UPS/UPS Ground	1Z1A1V710398109240	11.31	02646	144.01	97.99
48643	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	28227	32.89	28.99
48646	8/17/2019	8/17/2019	12.12	8.42	UPS/UPS Ground	1Z1A1V710392985715	7.44	21202	161.04	148.92
48647	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	20001	52.9	49
48648	8/17/2019	8/17/2019	25.75	17.88	UPS/UPS 2nd Day Air	1Z1A1V710296408066	1	94070	106.75	90
48649	8/17/2019	8/17/2019	29.33	13.12	UPS/UPS Ground	1Z1A1V710397829634	11	02118	102.32	72.99
48652	8/17/2019	8/17/2019	12.77	8.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91817767	2.5	12210	36.75	23.98
48650	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	36092	52.9	49
48651	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	29204	37.89	33.99
48653	8/17/2019	8/17/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710398288253	1.56	06513	137.67	120.97
48654	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	85014	29.99	28.99
48655	8/17/2019	8/17/2019	10.09	7.01	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96578927	1.13	30310	55.14	40.97
48656	8/17/2019	8/17/2019	13.09	9.09	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90925080	1.81	90069	49.04	35.95
48657	8/17/2019	8/17/2019	13.09	7.98	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90921879	1	83705	44.06	30.97
48658	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	64111	23.89	19.99
48659	8/17/2019	8/17/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710397926261	0.75	94117	80.67	63.98
48693	8/17/2019	8/17/2019	14.79	10.27	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97858033	1.19	02554	100.78	85.99
48661	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	63368	26.89	22.99
48663	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	12110	38.9	35
48664	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	35004	22.89	18.99
48665	8/17/2019	8/17/2019	17.16	11.92	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97811449	2.5	92278	117.13	99.97
48666	8/17/2019	8/17/2019	11.71	7.23	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97352025	1	44130	85.71	74
48667	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	33309	22.89	18.99
48668	8/17/2019	8/17/2019	16.69	8.42	UPS/UPS Ground	1Z1A1V710394595393	0.44	90277	65.69	49
48669	8/17/2019	8/17/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710398978203	1.31	44907	53.65	36.96
48670	8/17/2019	8/17/2019	13.09	9.09	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92301035	1.31	98312	45.06	31.97
48671	8/17/2019	8/17/2019	12.77	8.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97081989	2.31	10023	162.76	149.99
48672	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.69	05301	85.9	82
48673	8/17/2019	8/17/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710397084886	0.56	89108	42.67	25.97
48674	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	98685	32.89	28.99
48675	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	91107	52.9	49
48676	8/17/2019	8/17/2019	22.55	15.66	UPS/UPS 2nd Day Air	1Z1A1V710291835345	0.88	04011	100.54	77.99
48677	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	75252	28.88	24.98
48678	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.13	60616	10.89	6.99
48679	8/17/2019	8/17/2019	12.12	11.6	UPS/UPS Ground	1Z1A1V710393417729	1.19	02171	98.11	85.99
48680	8/17/2019	8/17/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98863838	1.38	27607	71.09	65.98
48682	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	10011	43.89	39.99
48685	8/17/2019	8/17/2019	12.12	11.59	UPS/UPS Ground	1Z1A1V710398958056	0.81	98087	32.1	19.98
48686	8/17/2019	8/17/2019	22.55	15.66	UPS/UPS 2nd Day Air	1Z1A1V710296495365	1.44	10518	141.53	118.98
48688	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.69	33919	19.88	15.98
48690	8/17/2019	8/17/2019	25.47	12.43	UPS/UPS Ground	1Z1A1V710396604468	11	33573	98.46	72.99
48694	8/17/2019	8/17/2019	22.61	15.7	UPS/UPS 2nd Day Air	1Z1A1V710291955493	1.31	94111	81.61	59
48691	8/17/2019	8/17/2019	12.87	8.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98290340	3.5	21206	79.85	66.98
48695	8/17/2019	8/17/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90921860	1.5	48104	84.67	72.96
48696	8/17/2019	8/17/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97857418	1.25	18106	88.92	76.98
48697	8/17/2019	8/17/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93635441	1.31	43201	40.68	28.97
48724	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	47303	13.89	9.99
48698	8/17/2019	8/17/2019	10.31	7.01	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97758392	1.56	30316	65.09	49.96
48699	8/17/2019	8/17/2019	10.97	7.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99990930	1.81	37129	30.93	19.96
48700	8/17/2019	8/17/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710390356989	0.81	73072	76.67	59.98
48701	8/17/2019	8/17/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98153159	1.25	60010	130.7	118.99
48702	8/17/2019	8/17/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98072979	1.44	32726	68.71	57
48703	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	33150	35.9	32
48704	8/17/2019	8/17/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710391981051	0.94	15108	31.67	14.97
48705	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	67235	25.89	21.99
48706	8/17/2019	8/17/2019	12.28	8.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96819087	2.75	22314	201.24	188.96
48707	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	30629	36.59	29.98
48708	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	92617	43.87	39.97
48709	8/17/2019	8/17/2019	65.4	52.96	UPS/UPS Ground	1Z1A1V710399351691	60.63	37206	784.31	359.46
48710	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	30345	47.4	39.99
48711	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	30341	35.52	28.99
48712	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	74003	59.85	55.95
48713	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	63034	18.89	14.99
48714	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	30308	57.13	49
48715	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	85032	43.89	39.99
48717	8/17/2019	8/17/2019	12.41	8.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99253567	1.88	79766	148.38	135.97
48716	8/17/2019	8/17/2019	64.21	17.3	UPS/UPS Ground	1Z1A1V710392717102	11.88	91942	163.17	98.96
48718	8/17/2019	8/17/2019	11.42	7.93	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94229138	2.13	29206	120.36	108.94
48719	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	66046	25.89	21.99
48720	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	68136	32.9	29
48721	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	98031	43.89	39.99
48725	8/17/2019	8/17/2019	41.05	28.51	UPS/UPS Next Day Air	1Z1A1V710198022275	0.5	07866	67.14	28.99
48722	8/17/2019	8/17/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710397296184	0.69	60202	85.69	68.99
48726	8/17/2019	8/17/2019	12.77	8.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95442664	2.13	76244	76.76	63.99
48727	8/17/2019	8/17/2019	23.99	16.66	UPS/UPS 2nd Day Air	1Z1A1V710294249929	2.25	07438	257.98	233.99
48729	8/17/2019	8/17/2019	13.09	9.09	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95378458	1.81	92101	88.09	75
48730	8/17/2019	8/17/2019	0	11.6	UPS/UPS Ground	1Z1A1V710399513284	1	84010	0	0
48731	8/17/2019	8/17/2019	19.56	13.58	UPS/UPS Ground	1Z1A1V710392193919	3.25	91784	55.55	35.99
48733	8/17/2019	8/17/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	78660	22.89	18.99
48734	8/17/2019	8/17/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98873649	1.75	01510	48.89	36.95
48735	8/17/2019	8/17/2019	16.1	11.18	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97318223	4.31	94102	200.02	183.92
48736	8/17/2019	8/17/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710397812231	1	32803	42.68	25.98
48737	8/17/2019	8/17/2019	11.94	7.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97128401	1	53711	74.9	62.96
48738	8/17/2019	8/17/2019	18.5	12.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97155613	5.75	84098	216.45	197.95
48741	8/17/2019	8/17/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710396480593	1.44	75228	94.69	77.99
48339	8/16/2019	8/18/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710396961939	0.56	36693	50.65	33.96
48475	8/16/2019	8/18/2019	16.7	11.59	UPS/UPS Ground	1Z1A1V710396576829	1	64116	90.7	99
48853	8/18/2019	8/18/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710392082119	0.81	02888	48.16	34.97
48181	8/15/2019	8/18/2019	13.33	8.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99004997	3.75	48371	64.27	50.94
48184	8/15/2019	8/18/2019	17.88	11.86	UPS/UPS Ground	1Z1A1V710398063754	1.31	85226	185.88	168
48185	8/15/2019	8/18/2019	11.61	7.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99741388	1.94	37615	110.53	98.92
48222	8/15/2019	8/18/2019	13.33	8.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW90242362	3.63	21212	98.24	84.91
48414	8/16/2019	8/18/2019	14.37	9.72	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95047074	4.56	78730	62.33	47.96
48433	8/16/2019	8/18/2019	6	7.58	UPS/UPS SurePost Less than 1 lb	1Z1A1V71YN95220240	0.5	98228	35.99	29.99
48444	8/16/2019	8/18/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710399890082	2.13	27103	118.65	101.96
48470	8/16/2019	8/18/2019	32.2	21.27	UPS/UPS 3 Day Select	1Z1A1V711298334300	4.88	06018	199.14	166.94
48479	8/16/2019	8/18/2019	12.87	8.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93477603	1.5	85224	87.82	74.95
48485	8/16/2019	8/18/2019	22.71	15.77	UPS/UPS 2nd Day Air	1Z1A1V710294565588	1.31	53705	157.7	134.99
48491	8/16/2019	8/18/2019	12.28	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91314416	1.81	22311	138.24	125.96
48502	8/16/2019	8/18/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710397783022	3.75	30034	7.08	63.97
48524	8/16/2019	8/18/2019	13.44	8.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96953271	2.44	53711	52.4	50.95
48535	8/16/2019	8/18/2019	17.9	12.43	UPS/UPS Ground	1Z1A1V710398616371	10.25	60613	197.84	179.94
48537	8/16/2019	8/18/2019	15.29	10.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96722449	3.06	90210	179.25	163.96
48556	8/16/2019	8/18/2019	57.66	24.94	UPS/UPS Ground	1Z1A1V710397814355	45.81	72007	520.6	462.94
48564	8/16/2019	8/18/2019	13.69	8.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92595899	3.5	46217	74.64	60.95
48579	8/16/2019	8/18/2019	11.71	7.23	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99279405	0.94	46217	63.66	51.95
48581	8/16/2019	8/18/2019	12.87	8.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97767186	2.69	27803	85.83	72.96
48587	8/17/2019	8/18/2019	10.09	7.01	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW99430179	1.5	30032	100.17	81.99
48591	8/17/2019	8/18/2019	48.79	30.47	UPS/UPS Next Day Air	1Z1A1V710190949388	1.75	07105	119.78	70.99
48596	8/17/2019	8/18/2019	47.89	15.13	UPS/UPS Ground	1Z1A1V710395236135	17.19	55372	205.83	157.94
48600	8/17/2019	8/18/2019	17.08	11.59	UPS/UPS Ground	1Z1A1V710392035849	2.81	45403	97.03	79.95
48604	8/17/2019	8/18/2019	12.12	11.6	UPS/UPS Ground	1Z1A1V710395609929	0.88	20189	36.09	23.97
48607	8/17/2019	8/18/2019	17.08	11.86	UPS/UPS Ground	1Z1A1V710390555997	3.31	61704	107.01	89.93
48616	8/17/2019	8/18/2019	12.12	8.42	UPS/UPS Ground	1Z1A1V710398801349	1.31	33122	70.3	67.98
48618	8/17/2019	8/18/2019	51.93	32.84	UPS/UPS 2nd Day Air	1Z1A1V710295727517	4.56	99611	166.9	114.97
48863	8/18/2019	8/18/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95152914	1.13	32763	110.69	98.98
48637	8/17/2019	8/18/2019	16.95	11.77	UPS/UPS Ground	1Z1A1V710394650313	2.44	02144	197.63	213.98
48644	8/17/2019	8/18/2019	11.94	7.15	UPS/UPS SurePost Less than 1 lb	1Z1A1V71YN96804153	0.75	75206	60.94	49
48645	8/17/2019	8/18/2019	11.71	8.13	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98560496	1.31	15239	147.6	151.99
48723	8/17/2019	8/18/2019	0	15.5	UPS/UPS Ground	1Z1A1V710391613403	1.56	29853	89.97	89.97
48896	8/18/2019	8/18/2019	12.87	8.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97752987	2	85298	113.79	100.92
48681	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	17543	23.89	19.99
48689	8/17/2019	8/18/2019	15.62	10.85	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93786270	2.56	76052	120.59	104.97
48742	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.56	20191	32.89	28.99
48932	8/18/2019	8/18/2019	16.69	11.6	UPS/UPS Ground	1Z1A1V710396525740	0.94	22601	37.67	20.98
48739	8/17/2019	8/18/2019	14.27	9.39	UPS/UPS Ground	1Z1A1V710397229032	3.94	98901	88.22	73.95
48740	8/17/2019	8/18/2019	11.42	7.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95948412	1.06	29212	56.07	50.94
48743	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	90650	18.88	14.98
48744	8/17/2019	8/18/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710396403701	1.75	37205	102.69	86
48745	8/17/2019	8/18/2019	16.29	11.31	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98293534	3.19	53593	173.27	156.98
48746	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	62711	32.9	29
48747	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	29649	41.9	38
48748	8/17/2019	8/18/2019	14.31	9.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97113891	2.13	97213	52.29	37.98
48749	8/17/2019	8/18/2019	12.12	8.42	UPS/UPS Ground	1Z1A1V710399969391	0.81	97035	34.1	21.98
48750	8/17/2019	8/18/2019	11.71	7.23	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93941557	0.94	20783	42.68	30.97
48751	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	47203	32.88	28.98
48752	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.38	33872	23.89	19.99
48753	8/17/2019	8/18/2019	21.1	14.65	UPS/UPS Ground	1Z1A1V710397440866	0.5	04090	72.1	51
48754	8/17/2019	8/18/2019	12.12	8.42	UPS/UPS Ground	1Z1A1V710396726434	1	73019	91.12	89
48755	8/17/2019	8/18/2019	13.09	9.09	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW92829207	1.44	95356	53.05	39.96
48758	8/17/2019	8/18/2019	11.94	8.29	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91945968	1.06	10011	73.88	61.94
48756	8/17/2019	8/18/2019	0	11.6	UPS/UPS Ground	1Z1A1V710399038600	0.63	88001	0	0
48757	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	43205	40.86	36.96
48759	8/17/2019	8/18/2019	26.4	18.25	UPS/UPS Ground	1Z1A1V710399333559	44	28269	421.39	394.99
48760	8/17/2019	8/18/2019	12.12	8.42	UPS/UPS Ground	1Z1A1V710397414742	2.94	38016	101.07	88.95
48761	8/17/2019	8/18/2019	13.09	9.09	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW97562790	1.31	94102	63.09	50
48763	8/17/2019	8/18/2019	16.37	11.37	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW91189704	5.38	92116	232.26	215.89
48764	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.63	11238	72.9	69
48767	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	23462	23.88	19.98
48768	8/17/2019	8/18/2019	12.87	8.94	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW96698780	3.44	33334	103.78	90.91
48769	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	93908	48	49
48770	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.44	37311	8.89	4.99
48771	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	77080	32.89	28.99
48772	8/17/2019	8/18/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710393362127	2.56	20171	146.68	152.93
48773	8/17/2019	8/18/2019	15.55	10.88	UPS/UPS 2nd Day Air	1Z1A1V710299851116	1.44	29201	43.54	27.99
48774	8/17/2019	8/18/2019	11.94	7.53	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW94461305	1	10473	44.91	32.97
48775	8/17/2019	8/18/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710395781680	0.75	14210	59.68	42.99
48776	8/17/2019	8/18/2019	15.29	10.62	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW93890068	3.25	92009	104.29	89
48777	8/17/2019	8/18/2019	18.55	12.88	UPS/UPS Ground	1Z1A1V710399838853	2.25	94044	124.54	105.99
48778	8/17/2019	8/18/2019	22.95	15.94	UPS/UPS Ground	1Z1A1V710393205252	2.69	93561	272.2	276.95
48779	8/17/2019	8/18/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710397232019	0.5	90630	46.68	29.99
48780	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	33897	71.89	67.99
48781	8/17/2019	8/18/2019	16.7	11.6	UPS/UPS Ground	1Z1A1V710390146027	0.88	17103	74.69	57.99
48782	8/17/2019	8/18/2019	12.77	8.87	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW95231570	2.25	01775	119.76	106.99
48783	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.25	29405	21.88	17.98
48784	8/17/2019	8/18/2019	15.55	10.88	UPS/UPS 2nd Day Air	1Z1A1V710297803976	1.06	78735	76.52	60.97
48785	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.5	12550	22.89	18.99
48786	8/17/2019	8/18/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710395491592	0.56	93065	55.67	38.98
48787	8/17/2019	8/18/2019	13.09	9.09	UPS/UPS SurePost 1 lb or Greater	1Z1A1V71YW98228659	2	90046	58.08	44.99
48788	8/17/2019	8/18/2019	16.69	11.59	UPS/UPS Ground	1Z1A1V710397613812	1.5	33401	74.64	57.95
48789	8/17/2019	8/18/2019	3.9	0	UPS/UPS Expedited Mail Innovations	9.2749E+25	0.75	41094	19.89	15.99
